Geneid  B1C     B1K     B1N     B1P     B1Z     B2C     B2K     B2N     B2P     B2Z     B3C     B3K     B3N     B3P     B3Z     P1C     P1K     P1N     P1P     P1Z     P2C     P2K     P2N     P2P     P2Z     P3C     P3K     P3N     P3P
PA4675      1110     890     598     952     748     810     744     607     357     417     348     287     668     519     531    2956    2450    2929    3454    2047    3991    3994    2427    1980    2617    3823    3761    2444    1946
PA4682       785     413     401     440     483     618     558     430     267     429     205     254     684     355     381     324     246     224     210     269     206     269     247     346     236     227     178     210      74
PA4686      2465    2048    1808    1631    1196    2390    2051    1374     732     802     672     758    2627    1109    1029    5931    5116    9037    8385    6471    7985    8929    9279    6711    7546    7898    8013   10301    4663
PA4688       429     411     202     436     329     535     724     460     197     277     199     173     438     399     345     836    1282    2328    1675    1097    1047    1795    2361    1459    1214    1357    1546    1930     712
PA4694      4284    2722    3002    2700    2657    5213    3473    2036    1565    2081    1362    1465    4614    2050    2125   20619   18313   21345   22556   18753   18000   17819   17301   12416   16701   15013   15845   17593   12804
PA4695       756     497     741     419     381     806     516     305     212     293     197     190     919     342     304    2536    1992    2649    2290    2021    2097    2133    2707    1810    1843    2014    1862    2215    1815
PA4702      3687    1794    1892    1945    1637    2539    2603    1607    1450    1959     777     734    2670    1201    1182     271     345     308     296     328     261     353     339     340     287     303     256     282     168
PA4703      2325    1856    1139    2708    2840    1636    2014    1724     942    1886     914     504    1422    1684    1626      83     188     172     110     182      80     153     247     202     117     166     110     132      67
PA4704.1    2456    3438    1541     689     305     706     382     192     274     344     352     190     563     239     215      59      61     102     106      55      51      84      77      53      34      63      63      85      84
PA4704.2    3103    4021    3143    1334     524    1823     584     264     404     541    1011     531    1631     393     440      16      20      54      66      37      19      33      67      75      25      36      42      70      59
PA4708      2295    1593     839    2247    1701    1538    1691     936     511    1007     416     567    1747     743     572     169     281     381     340     348     258     406     425     388     448     465     377     379     214
PA4709      3389    2476     904    2242    2593    1688    2166    1531     635    1395     384     476    1868    1029     851      65      99     156      98      68      61     100     184      86      76      97     117     136      81
PA4710      2738    2176    1077    1994    1193    1365    2085    1285     999    1249     713     988    1540    1107    1083     209     300     408     327     332     184     300     496     334     336     279     300     368     201
PA4720       904     738     479     905     678     690     959     587     340     507     330     295     630     551     492    2040    2042    4940    4095    2413    2717    4571    5853    3076    2852    2881    3428    4945    1705
PA4723      6089    7412    4944    7795    5510    3380    4472    4578    2289    3720    3284    2805    5155    4285    4433   13803   13422   19639   15083   13025   14894   16516   16629   15745   14185   13749   17632   19783    8893
PA4724       444     418     239     473     435     474     454     449     231     229     219     216     389     320     270     562     985    1900    1708    1084    1214    2084    2285    1610    1917     961    1903    1853     480
PA4726.1    3508    7820    3264    3391    2788    5643    1859    2165    4391    9068    9258    3902    4263    5001    7138    2572    1551    2269    1511    1464     323     288     135     475     333     483     472     202     567
PA4730       824     741     527     862     704     747     933     651     301     348     296     240     868     398     386    1406    1963    3757    2721    2155    2069    3065    3404    1993    2922    2488    3001    3832    1354
PA4731       528     483     331     290     244     341     384     205     214     236     169     184     386     204     246    1346    1443    1547     933    1254    1026    1319     974     985     832    1045    1116    1503     310
PA4733      7042    3378    3562    3513    4425    6684    4871    2706    1936    3803    1540    1505    4910    2640    2628    1908    1847    1477    1584    2229    2096    1540    1457    1531    1744    2568    1734    1322     825
PA4744     24581   18217   14223   20584   16228   23506   17229    9475    6739   11176    6125    8365   18590   10245   10269   42254   34767   38351   68362   40766   64394   86217   44730   64478   57817   67286   71742   50138   44550
PA4749      6181    4114    4298    5613    4475    6757    5355    3516    2368    3892    1872    2967    6774    3246    3416    9307   11310   14132   14510   12491   15569   17903   14729   14468   15917   11042   14982   14830    9649
PA4771       260     263     169     381     270     299     404     293     156     253     109     145     260     242     185     325    2702    5402    1663     618     894    3976    5372    1921    2674     631    3490    4825     971
PA4772       522     335     321     476     267     493     541     354     193     318     138     120     497     269     222     589    4386    7145    2731    1166    1607    5406    5595    2996    3732     916    5257    6028    1708
PA4773       188     108     169     222     106     128      59      89      74      54      46      44     182      99      65    1109     799    1565    3309    1079    1216    1196    1791    3321    1518    1264    1433    1652    2308
PA4774       381     255     150     492     134     180     185     152     135     122      70      66     191     188      88    1321    1308    2968    7534    1938    1960    2817    4613    8687    2931    2450    2531    3502    4174
PA4775       382     196     168     325     171     328     327     188     132     187      97     130     270     209     162     317     405     980    1865     491     624    1020    1618    2925    1012     890     894     873    2048
PA4782       145     120      42     207      81      71     135     113      73      81      41      47      58     121      58     207     476     790     890     499     469     558    1076    1380     805     517     627     971     633
PA4786      1299     989     665    1513    1460    1583    1407    1582     710    1110     626     439    1639    1093    1184     198     415     530     387     542     277     470     752     482     627     527     500     504     258
PA4788       653     478     313     516     597     569     615     503     319     388     291     189     556     449     433      89      80     134      83     160      91     102     126     107     154      73     107     117      27
PA4843       387     254     216     299     275     251     328     269      97     188     120     114     300     265     182    2105    1650    5539     814     916    1343    1579    5142     807     580    2359    1065    4422     667
PA4847       590     460     504     635     775     631     703    1151     460     591     460     724    1350     785     774    2267    2134    2900    2543    1313    2454    2693    4198    3294    2322    2292    3243    3728    4402
PA4848      7004    5670    4943    6972    6793    9871   10466    7203    3850    5074    4089    4653   11449    6882    6794   22184   28023   44343   41167   26673   38521   48402   49953   38765   40583   33472   42191   55033   21133
PA4853       582     453     537     324     206     387     263     160     140     184     114     133     436     183     214    1883    1005    2007    1662    1350    1550    1873    1327    1646    1036    1419    1814    1958    1293
PA4854      2080    1571    1326    1777    1333    1538    1507    1083     666     830     483     594    1468    1035     915    6769    6601    8974   11201    7518    8129   11720    9851    7726    8595    9202    9074   10516    5307
PA4855       948     969     842    1039     647     905     896     750     364     454     366     371     990     611     484    3838    3776    5209    6462    4267    5522    7068    5961    5784    5432    5630    6268    5890    3366
PA4856      1527    1207    1327     899     961    1339    1385     803     476     720     307     429    1636     582     663    3143    3566    5353    3464    4841    3183    3598    4384    3468    3428    3585    3248    4171    1782
PA4874      6940    5389    3913    6149    7789    5570    4935    3671    2748    5354    3151    2743    5623    3483    4336    1317    1465    1599    1416    2210    1410    1560    1555    1793    2233    1699    1691    1741     949
PA4877      1708     915     588    1485    1702    2123    1622    1383     916    1947     621     525    2306    1359    1734     173     247     303     103     276     109     147     284     210     345     190     129     214     102
PA4886       267     187     106     193     134     288     318     189     100     119      71     108     261     152     102     299     573     685     769     482     601     869     746     682     594     580     653     554     340
PA4887       397     258     215     366     292     526     647     443     241     260     159     254     541     387     268     476    1238    1136    1646     993    1428    2007    1497    2011    1428     662    1345    1134     496
PA4896      1161     690     448     808     478     317     531     294     136     252      82     166     513     155     147      18      48      73      40      23      37      44      76      39      26      24      55      67       9
PA4899      2857    1396    1095    2528    2156    2705    2089    1393     867    2006     500     285    1317    1061     956     185     198     248     251     278     231     335     327     249     323     329     301     283     145
PA4900      1261     686     314    1661    1594     904    1380    1330     723    2781     559     450     688    1149    1043      50      84     118      51      75      70     112     173     153     106     117      85     123      40
PA4913      4209    2246    2901    2393    2800    4984    2981    1785    1338    2503    1387    1079    4670    1911    2234     686     416     359     308     453     375     307     346     302     241     661     374     304     162
PA4918       161     109     114     170     129     168     202     167      44     134      53     119     163     179     155    6524    8560    8572   10803    8275    6424    5240    6376    9744    4214   12300    4486    8897    7922
PA4919       482     336     366     326     321     404     388     234     151     229     100     162     487     324     242   10169   10717    7861    9444   11938    7279    5791    6348   13095    5482   13560    4114    7764    5454
PA4920      1552    1070     677    1592    1480    1368    1684    1322     665    1146     628     464    1109    1266     977    6485   11270    9424    8908    9682    9122    8760   10852   21655    8507    9575    6804   11713    3947
PA4921       475     424     273     493     409     553     690     549     206     292     269     218     564     384     347     900    1457    1553    1521    1584    1497    1673    1967    3300    1666    1757    1310    1682    1040
PA4923       492     397     259     630     465     325     524     454     199     297     166     143     295     335     342     983    1415    2455    2083    1544    1745    2292    2852    2023    2203    1985    2273    2814     975
PA4925      1552     981     876     948    1291    1464    1123     812     591     976     510     356    1216     626     923     152     178     288     165     184     148     236     429     281     176     257     192     337     107
PA4928      2043    2027    1231    2031    1326    1390    1761    1285     776     965     752     668    1617    1049     981    2877    3024    4391    4338    3229    3964    6264    4536    4061    3590    3438    5428    4984    2103
PA4932      7434    7451    5453   11485    9897    7307    7222    6894    4932    7489    5554    4540    8922    7326    7000   18409   23312   38265   36773   29527   45845   55113   45796   38944   42734   42526   45832   45289   21684
PA4933      9893    9077    5969   13059    8038   13330   12494    9207    4789    4439    3647    4822   10904    7029    5791   15024   21687   47236   64459   34603   46523   76378   58155   35345   65912   52825   65189   51522   38121
PA4934      5321    3866    4969    3477    2613    5257    2999    2029    2090    2278    1817    2099    6445    2321    2215   20248   11959   17014   24302   15911   28231   26428   12782   13230   17846   20067   25793   18063   14947
PA4935     11641    8975   10399    8275    6106    8276    5108    4438    2976    5205    3662    3502   12100    5928    5203   43647   24983   31462   33675   27734   57513   47402   29223   30782   28170   39373   46156   39504   31658
PA4964      4095    2917    3039    2903    2855    4729    3880    2499    1281    1976    1261    1522    5135    2199    1983    8220    8208   11110    9837    9248   10365   12283   12594   10214   10645   10150   10701   12000    5403
PA4965       367     259     166     322     284     349     452     285     145     172     117     144     363     240     238     555     865    1717     912    1023     942    1329    1817    1360    1076    1099     990    1510     460
PA4966       729     584     399     833     767    1096    1032     815     311     423     248     390     898     532     416    1259    1773    3304    2138    2045    2086    2969    4044    2820    2775    2594    2688    3238    1219
PA4967      2277    1780    1780    1778    1852    3408    2185    1553     819    1134     856    1112    3317    1275    1249    5447    6100    8367    8294    6999    6888    8319    8434    8700    7477    7069    7871    8191    4661
PA4969       971     797     410    1081     768     924    1293     943     360     484     334     374     764     671     570    1375    2690    3397    2554    1785    2149    3005    3668    2563    2181    2729    2475    3442     919
PA5009       579     430     389     450     349     683     620     328     167     253     117     188     678     254     216     858     998    2390    1594    1335    1217    1729    2097    1502    1368    1175    1329    2161     680
PA5010      2334    1684    1159    2403    1601    1871    2364    1851     755    1209     739     756    1842    1473    1259    2947    4749    8847    4735    4559    4713    7033   10745    6611    5194    5170    6095    9388    1890
PA5015     11716    8532   10985    7464    7597   15081   10791    7716    4266    6420    4453    4252   17506    6959    6550   50032   51865   82356   65222   51229   51678   79900   77128   89180   55831   56269   56596  104215   44003
PA5016      3740    3089    3164    3532    4025    4832    4082    3953    1736    2772    2033    1935    6436    3123    3127    9472   14455   32646   22507   14847   13699   29011   37970   34733   20824   12684   19259   38163   16772
PA5021       484     363     299     444     398     464     565     473     236     253     167     201     464     245     275    1189    2436    3240    1939    2249    1488    2050    3417    1989    1859    2107    1822    2719     826
PA5025       915     658     643     570     590     819     515     425     262     377     285     247     605     359     394    4567    3586    2137    2698    4997    2927    2999    1925    3477    4049    4183    2333    2043    1067
PA5027      1609    1515     944    1248    1210    1266    1249    1100     484     586     635     413    1142     845     802   14804   19087    7762   11537   18710    8839   12582    7161   20415   11431   17540    4387    5415    4858
PA5029       240     263     140     276     311     195     312     345     114     221      90     137     231     194     191     388    1005    1123    1065     758     593    1187    1345    1707     899     999    1100    1340     504
PA5046     10495    7999    8602    8453    9353    6948    6551    4915    3622    5258    3569    4294    7697    4492    4794   21205   19252   18796   27081   21334   19490   24281   15906   24166   20466   17789   21094   20072   14393
PA5051      4741    3666    2685    4482    3420    4083    4501    3104    1605    2196    1617    1529    3937    2724    2170    8305   10291   13466   11425   11313   11022   14813   16827   13434   12594   11380   11399   15259    6221
PA5056      4522    2974    2684    2525    2544    3989    3960    2072    1440    2499    1267    1114    3535    2080    1884    1429    1669    1567    1104    1799     922    1224    1300    1394    1069    1608    1088    1223     749
PA5057      3078    1760    1390    1593    1602    2611    2684    1792    1058    1299     728     695    2629    1326     916     424     541     717     446     484     406     530     695     542     490     545     480     557     227
PA5058      4520    3887    3576    3155    3306    4544    4558    3127    1608    1902    1905    1702    5043    2443    2180     497     489     596     463     503     360     515     807     588     390     434     508     530     267
PA5074       652     416     318     634     580     542     672     373     212     340     164     241     459     342     328     884    1216    1957    1882    1518    1660    1941    1930    1282    1728    1882    1971    1999     839
PA5075       487     424     306     608     425     537     442     454     132     272     201     240     429     260     280    1012    1027    1694    1758    1211    1519    1925    1856    1275    1551    1751    2250    2025    1025
PA5101      1434     901     606    1128    1209    1322    1184     781     467     943     411     481    1068     746     865     119     235     438     197     253     199     263     378     250     250     239     194     307      98
PA5110      7575    5869    3830    6058    4154    6404    6486    4654    2806    3826    2129    2371    6378    4322    3776   12103   15097   24088   15126   13305   16198   17935   23724   18075   14686   13844   14124   24063    5473
PA5113       413     423     352     543     497     374     416     450     183     247     147     142     427     284     293    1551    1961    5519    1805    5780    2308    3448    8501    1916    7839    3066    2977    4483    1030
PA5117      2605    2080    2222    2118    1356    2116    1779    1276     887    1141     656     737    2737    1277    1113   11180    9123   20307   14923   10331   14227   19808   20275   14210   11963   11144   15079   19213    7863
PA5118      1458    1219    1085    1194     725     830    1052     850     457     465     307     366    1302     585     477    2974    3194    8918    5848    3289    4779    6644    8380    5807    3632    2623    5308    7503    2690
PA5128      3662    2918    4191    1595    1481    3220    3119    1371    1260    1161    1126    1438    4281    1471    1497   20395   15270   23216   14709   15598   11170   11617   10753    8130    9420   10290    9317   15272    5833
PA5129       901     520     917     322     256     893     644     255     169     145      82     183    1077     146     209    1784    1516    3493    1783    1501    1550    1595    1690     799    1253     977    1474    2174     596
PA5135       477     477     276     638     620     556     706     801     291     282     306     232     527     451     497     816    1399    3166    1341    1267    1188    1847    4476    2366    1861    1558    1655    2624     655
PA5136       541     868     659    1258    1239     464     602     795     284     411     367     337     611     464     535    1778    2829    8016    2668    5211    3535    5390   11245    3444    6941    3350    4958    7473    1354
PA5137       253     315     231     262     291     354     245     216      94     171     129     112     299     201     136     829     674    1025     643     749     841     930    1041     677     657    1264     797     964     506
PA5138       234     271     263     374     328     221     239     275     121     209     124     130     278     178     180    1220     967    1670    1206     953    1439    1566    1855    1130     975    1582    1758    1784     667
PA5139       284     237     166     189     123     169     251     151      98      88      56      50     240     117      80     921     803     974    1274     460    1427    1267     991     945     528     965    1538    1193     499
PA5140       865     561     667     566     466    1135     722     437     260     350     247     323    1203     381     350    1849    1939    4005    2662    2359    2704    2690    2786    2156    2287    2331    2624    3597    1762
PA5141      1192     867     714    1079     927    1095    1046     947     480     606     375     466    1178     685     577    2172    2727    5464    3039    2569    3593    3651    5316    3286    3048    3190    3909    5797    1351
PA5156       176     183     146     185     152     155     238     201      96     156      94     110     176     137     122     384     450    1268     567     454     503     825    1478     678     515     580     764    1226     274
PA5170      4555    3525    4575    3448    4281    4106    2922    2374    1535    1958    1546    1742    4662    2592    2255  104522   92696   62072   93726  126477   70926   65875   60001  146500   77963  104006   29664   49914   55680
PA5171      8546    5801    7780    5685    6520    7830    4947    4128    2633    3485    3607    2275    7929    4015    5311   43372   46344   26972   44996   62784   31550   41092   36533   68614   45390   26901   15933   22985   19814
PA5190       398     201     287     245     219     349     310     188      95     186      92     127     429     163     142     736     757    1099     916     669     888     799     762     693     705     770     881     906     428
PA5192      5873    4851    4452    4623    3400    5320    4601    2870    2158    2535    1924    2369    5930    2787    2881   19498   15467   24942   24425   17789   24303   26728   20959   17370   19140   18874   26839   27770   11582
PA5194       665     622     454     682     562     536     704     453     263     313     248     279     605     378     332    1519    1672    4088    1709    1529    1780    2080    3313    1768    1717    1459    2113    3912     735
PA5201      2577    2157    2250    2073    1531    2114    1827    1298     842     814     802     954    2479    1181     974    6762    6205   17583    9485    7085    9192   11311   18956    7521    9655    8760   11161   19706    5813
PA5202       163     140     102     204     115     130     126     115      58      41      45      26     174      74      53     180     230    1010     487     382     462     704    1432     437     677     719     703    1427     553
PA5207       495     372     237     489     507     488     569     451     174     387     158     186     406     352     289    1106    1975    1799    1889    2836    2115    2182    2406    3788    2887    2450    1160    1635     927
PA5208      2747    2089    1335    2482    2241    1933    2236    1626     995    1818     926     832    1862    1543    1310   10460   11472    8764    9091   11265    9356    9455    9018   14159    9487   13923    5817    7696    4900
PA5219      1533    1338    1105    1398    1265    1378    1573    1673     974    1056     812     692    1731    1117     949     281     331     645     323     276     335     455     702     593     278     453     432     561     329
PA5220      7065    4615    6259    4589    4651   11816    7558    5416    2981    3750    2761    2419    9937    3774    3543     857     568     494     527     818     694     691     580     509     567    1057     744     539     297
PA5227.1    6921    5493    2801   12807    4774    6293    5600    6838    5800   11112    8563   16713    4146    6555    5595    1013    1154    2124    1600    1011    1035     956    3536    1829    1018    1417    1190    2087    1233
PA5231      2547    2765    2612    2723    2835    2702    3719    3109     992    1190    1102    1278    3936    1742    1869    7690   11135    9006   10861   16305   10734   11516   13527   22170   15509   11823    6860    8337    6229
PA5232      4067    4261    3219    3493    3921    4493    4586    2988    1030    1892    1639    1942    5128    2273    2593   19057   22153   16685   21469   29583   18944   19386   17092   27293   24757   30631   12074   13745   14455
PA5235       585     522     441     695     461     483     752     527     279     428     194     203     664     442     376    1230    4323    7386    6227    5752    6546    7433    7059    4580    6619    3604    7444    6872    2508
PA5236      1212     851     620     988     795    1536    1266     803     411     541     328     425    1275     589     557    1584    2170    4397    2988    2417    2584    2871    4667    3105    2731    2415    2751    4075    1220
PA5252      1586    1248    1219    1301     832    1369    1564     877     469     479     335     481    1551     630     469    2240    2676    8434    4361    3059    3655    4789    8048    3251    3854    3196    4767    7784    2440
PA5271      1684     997    1210    1237    1413    1146    1170     906     720    1459     778     695    1981     842    1053     657     520     591     311     717     379     325     404     547     363     505     344     490     199
PA5285      1267    1472    1442     811    1016    1822    1047     712     402     620     741     883    2076     740     950    5452    6428   13438    6788    4886    6210    5634    7752    7126    3756    8772    8525   13281    6507
PA5286       436     423     613     369     294     449     319     280     138     117     116     131     679     194     146     933     816    3832    1450    1108    1340    1529    2602     856     999    1153    2070    3326    1111
PA5296      1430     944    1410     860     688    1225    1006     675     465     491     339     560    1831     589     525    5305    4508    9759    5818    3909    4402    5375    7450    4110    3323    3109    4602    7055    2881
PA5302       663     646     330    1124     736     579     869    1056     470     800     362     352     527     804     606    3557    3971    6348    4305    4545    7693    6832    7548    7359    5757   10071    6709    7012    2141
PA5303       421     327     299     307     197     495     382     321     205     215     101     106     505     275     174    7831    4760    5570    3927    5226    6443    3830    3213    3778    3425    7884    4218    5129    2753
PA5304      2481    2028    1954    2411    1900    2222    2686    2631    1234    2007     839     968    2625    1997    1410   24583   20951   24313   21164   23277   23417   19143   19766   17598   18921   34049   18953   24880   11332
PA5315       540     513     413     397     342     317     321     329     202     162     244     181     446     313     218    2008    1547    4176    1698    1440    1095    1261    1871     802     680     845    1116    2365    1040
PA5316      2930    2761    3515    2803    1666    1977    2294    2474    1313    1118    1368    1519    4100    1777    1480   12789    9261   23646   10674    7725    6143    7144   11525    4378    4485    4287    7095   14772    4680
PA5359      4174    2571    2164    3056    2687    3257    3348    2478    1047    1814    1123     795    3179    1725    1538     209     347     828     377     329     291     450    1083     624     411     481     343     897     295
PA5372       945     611     555     640     487     494     767     545     267     430     186     254     669     400     350    2881    4837    2006    3987    5623    3095    5823    2905    7391    5469    2393    4376    2000    2273
PA5373      1630    1165    1023    1313     931    1115    1200     558     421     642     295     415     985     700     569    7669   14213    6094    9746   14704    7945   12996    6837   17631   12612    7778    8751    4969    4767
PA5374       770     493     652     409     339     426     426     182     174     206     125     141     638     292     203    4219    7164    4952    4732    6785    3813    5538    4237    6462    4828    4870    3568    2846    2846
PA5375       307     245     259     266     172     185     267     148      85     120      99      71     239     114     156     905    2027    1162    1454    1590    1328    1773    1188    1292    1508     979    1574     691     518
PA5379       604     532     325     688     885    1153     991     876     367     546     898     480     998     782     764     180     191     319     148     189     263     231     345     259     150     337     224     320     100
PA5398      2436    1371    1712    1402    1733    3684    2286    1266     826    1864    1891    1206    3002    1762    2208    1347     776    1109     532     948    1314     743     801     575     605    1352     784     982     232
PA5414       631     531     602     577     579     716     597     532     377     396     341     316     808     416     414    1516    1403    2533    1610    1309    1444    1612    2575    1738    1472    1697    1782    2760     821
PA5415      1324    1132     921    1022    1281    3314    2207    1252     639    1195    1842    1069    2608    1493    1617     903     465     773     547     723     956     571     678     453     478    1416     668     794     252
PA5416       913     672     661     589     746    3016    1568     837     445     631    1236     810    2639     873    1011     703     319     566     226     471     682     248     296     170     282     755     383     412     145
PA5418      2002    1622    1248    1505    2125    6187    3967    2404    1169    2053    2814    1593    4871    2606    2736    1060     623    1279     501     888    1389     616     898     459     577    1426     788    1072     256
PA5419       214     212     189     309     417    1019     640     455     224     394     552     399     705     469     550     100     101     202      94     127     136     102     206     100     107     181     152     166      51
PA5420      1059     952     550     920    1270    2626    1769    1468     642    1169    1572     947    2191    1592    1456     532     278     533     165     356     505     295     503     298     274     549     262     552      93
PA5421      5639    4819    3114    5018    8264   10679    8883    6191    2738    6323    5825    2535    9511    5648    6085     571     328     433     211     478     561     244     509     228     356     664     301     411     156
PA5425      1148     935     681    1269     920     956     993     842     367     541     289     328     892     600     540    1895    2344    7414    4785    2827    3254    4837    7785    3798    3946    3654    4472    8198    1877
PA5426       858     645     758    1272     985     691     633     654     326     363     325     324     709     485     430    1322    1363    5267    2899    1557    1967    2844    6303    2469    2097    1778    2631    5978    1210
PA5427      2226    1729    2165    2399    2091    1982    1346    2386     753     799    1015     677    3307    1448    1570   10460   13105    9864   14464   19107    8769   10542   12656   25571   14456   13714    5228    9224   10034
PA5428       987     591     479     593     584     658     815     445     251     508     230     252     811     404     388    1089    2066    2265    2181    2371    1511    2149    2519    3738    2406    1623    1351    1953    1051
PA5429      5115    6066    7018    4000    4904    6021    8092    4374    2156    2581    4453    4659   11042    3923    5455   13253   17989   62962   32372   12142   14236   27369   36567   18291   19340   12817   27670   57037   14141
PA5436      2673    1650    2264    1205    1073    2808    2087    1467     833    1055     712     786    2962    1255    1020   13933   12121    9593    8674   17294    9448    8147    7711    9033    8563   17252    5953    7977    6123
PA5440       664     515     277     563     526     316     498     451     178     360     184     163     311     361     256    5350    4707    8196    6088    5862    7820    7123   12989    9935    6610    6391    6173   11810    2466
PA5441      1350    1197    1136    1391    1270    1096    1340    1307     452     717     372     447    1316     674     660    3476    4310   10233    3290    8204    4959    5875   12972    3604   10600    5913    5768   10286    2054
PA5443      3568    2749    2181    3230    2643    3762    3953    3136    1515    2388    1508    1502    3622    2553    2197    6590    8386   20548   10193    8560    8620   10632   22153   11023    8658    9007    9391   20202    4916
PA5445      1332     866     952    1078     957    2522    2377    1846    1022     919     629     717    2556    1274     839   12742   10340   36346    7532    7156   11696   10591   23230    4589    6739   11160   14749   26424    3361
PA5460      2606    1816     758    1094    1192    1554    3837    1534    3553    4051    2180    1413    1529    3207    3804     175     216     246     100     225      80      71     142      83      72     153      65     147      54
PA5464      1117     898     578    1214    1001    1222    1782    1210     500     834     385     391    1361     974     873    1365    2783    6151    2701    2589    2435    3997    7567    3785    3148    2330    3163    4797    1321
PA5475      2224    1928    1687    2644    3595    1616    1295    1590     521    1092     742     647    1853    1158    1512   14767   15366    9309   12505   18945   11198   10975   11045   31210   13267   17231    5021    8185    7802
PA5479      2975    2504    2597    1848    1381    1611    1962     926     695     736     641     846    1792     880     790    6703    6012    8220   10791    6005    6711    9004    4869    5201    6455    4432    8475    6221    3342
PA5494      1712     978    1187    1373    1190    1225    1032     826     629    1336     586     768    1435     734     784    6730    5099    3964    3276    6414    3210    3116    3676    5661    3048    4730    2120    3294    3561
PA5495      3493    2749    1833    3936    3456    2883    3316    3166    1413    2198    1237    1101    3157    2378    1835    5546    8976   11598    6590    7949    6960    9880   19397   15919    9338   10633    5591   10451    4920
PA5503      1007     821     728     872     617     739     820     551     397     457     291     327     917     542     412    1503    1908    4976    2757    1729    1938    2533    5286    2150    1853    1592    2049    4398     937
PA5504       896     526     676     505     470     791     575     450     285     307     210     304     892     315     353    2865    2382    4948    3740    2440    2830    3076    4085    2624    2257    2016    2692    3646    1560
PA5505      2766    2117    2395    1987    1960    2640    2312    1138    1201    1545    1204    1059    2263    1519    1734    8050    6864    9261    7961    6745    4511    6128    7558    6463    4797    5444    4625    8327    4323
PA5506       429     469     242     413     254     372     620     414     247     220     118     233     447     397     322    3321    3772    3961    3377    4409    2169    2354    2857    2247    2597    3286    2214    3031    1181
PA5507       479     615     374     435     306     527     727     464     355     324     216     286     481     520     422    7235    5008    3863    3996    6527    4321    3470    3018    4344    4605    7136    3645    3944    1642
PA5508       666     850     364     980     566     898    1100     834     434     460     253     361     797     762     652    5132    4953    5575    4883    7799    5729    5031    5501    5238    7556    8690    5344    5025    2639
PA5509       515     514     319     571     324     526     630     557     250     350     213     297     576     443     332    1665    1632    2293    1745    2633    1988    1948    2473    2221    2620    2916    1912    2378     925
PA5510       423     462     274     422     279     573     574     401     243     224     137     208     453     326     272    2080    1875    2147    1719    3044    2287    1745    1790    1564    2395    3047    1714    1761     758
PA5517       225     148     110     171     123     122     162     150      67      69      67      76     137     100      85     280     462     801     365     353     375     530     728     603     354     423     476     674     182
PA5518       917     588     421     566     481     548     736     596     209     383     164     169     658     330     245     804    1520    2542    1500    1341    1286    2059    3039    1982    1546    1283    1736    2426     637
PA5526      1613     760    1777    1193    1051    1889    1171    1084    1208    1322     872    1074    5243    1071    1314     644     652     844     500     920     452     554    1089     744     623     485     589     878     412
PA5546      7997    4563    4363    5791    5885    6992    5546    3633    3168    5655    2934    2199    6474    3952    4505    2171    2632    2785    2271    2986    1181    1769    2376    2505    2314    2394    1458    2536    1462
PA5552      3417    2313    2469    2374    2037    4099    2904    2249    1305    1826    1063     968    3837    1803    1544    5424    5315    7570    7587    6281    7481    8131    7297    7301    6653    7397    6730    7875    3694
PA5553      1433     973    1437     851     847    1529    1116     754     587     617     611     507    2387     764     654    5220    4638    8453    7220    7053    8424    9850    6985    6685    7654    9467    8900    9800    6232
PA5554      9421    7169    8636    6432    5152   11087    7255    4785    3510    4228    3965    4213   11797    5698    5542   70288   57887   80826   91628   75704  103345  104503   72569   74872   82927   94705   96530   95019   55148
PA5555      3087    2288    4215    1697    1624    4049    1916    1232    1017    1090    1152    1325    5153    1585    1510   26354   16284   24333   30769   21092   32959   32007   22119   19193   24767   29682   31997   27819   29345
PA5556     13802   10586   13453    8683    6984   15204    9172    6030    4324    4496    4346    4213   16702    6328    6384   77890   57789   86736   95797   79719  119578  118369   80062   73371   93515  106794  109085   99041   61305
PA5557      5093    5222    6000    4173    2928    5709    3893    2584    1405    1598    1765    1519    6919    2285    2326   24234   17806   32133   43471   26330   35533   46444   31190   27371   34158   38928   38594   36354   28711
PA5558      4874    4178    4840    5308    4705    5830    3609    2992    2299    2753    2665    3224    6227    3059    3357   24408   19262   30013   45846   26677   35428   42439   31500   28386   37000   34087   38552   34168   31550
PA5560      4897    4124    5182    4070    3266    3781    3812    3123    2004    2009    1790    2091    5073    2319    2558   21013   15901   22545   28832   17348   19017   21882   18868   14370   16275   13425   19701   20734   11616
PA5562      2957    2477    1977    2636    1916    2916    2699    1841     974    1154     836     889    2855    1450    1414    4233    5193    9281    7445    5775    6243    8257   10402    8366    6891    6633    7306    9668    3824
PA5564       913     638     696     489     384     821     697     316     203     236     177     268     842     317     330    1643    1648    3649    3324    1802    1614    2455    3449    2058    1873    1937    2035    3298    2410
PA5568      6351    5860    5104    5041    4023    4437    6177    4606    2818    3033    2691    2459    6266    4008    3604   18471   17474   32412   20690   19269   19901   23735   28358   21921   17479   16118   17444   27832   10048
P3Z
    6101
   16752
    7766
    2127
    1967
    3385
    4278
   11126
    4342
    1478
     824
    2034
   10987
    2301
    2180
    1777
    2080
     698
    1241
      91
     146
     533
    2211
    1027
   56426
   12423
    1730
   15998
    3616
    5217
   32884
   11321
   15349
    6153
    8146
   10373
   27910
   86479
   64973
   14490
    4078
   10234
    8016
   43092
   19694
    2366
    4125
    1580
    1256
    2018
     547
     321
      64
     293
     120
      45
    7471
   16297
     772
     746
